customer_id,tenure_months,contract_type,monthly_charges,support_tickets_30d,latest_support_log,text_negative_score,text_neutral_score,text_positive_score,churn
1231,20,Month-to-month,131.89,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8556,0.1093,0.0351,1
1232,8,Month-to-month,59.95,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0971,0.7522,0.1507,0
1233,7,One year,88.72,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0226,0.0944,0.883,0
1234,3,Month-to-month,56.54,1,The UI update completely broke my active workflows. I am looking at alternative options.,0.7886,0.1598,0.0517,1
1235,17,One year,148.51,2,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0205,0.1907,0.7888,0
1236,33,One year,143.28,0,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.01,0.1258,0.8642,0
1237,12,Month-to-month,34.72,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.9154,0.0375,0.047,1
1238,22,Two year,114.66,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.05,0.8567,0.0933,0
1239,22,Two year,141.02,2,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0793,0.808,0.1127,0
1240,30,Month-to-month,51.66,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0914,0.7601,0.1484,0
1241,8,Month-to-month,98.14,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0396,0.2045,0.7559,0
1242,27,One year,139.85,1,Looking for the official documentation regarding your authentication and security protocols.,0.1361,0.7272,0.1367,1
1243,27,One year,34.06,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1226,0.7881,0.0893,0
1244,34,Month-to-month,113.68,3,The UI update completely broke my active workflows. I am looking at alternative options.,0.8265,0.1514,0.0221,1
1245,21,Month-to-month,65.67,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0475,0.1096,0.8429,0
1246,30,Month-to-month,140.92,1,Looking for the official documentation regarding your authentication and security protocols.,0.0781,0.8227,0.0992,0
1247,33,Month-to-month,146.52,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0581,0.8124,0.1296,0
1248,28,One year,143.3,2,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0143,0.7662,0.2195,0
1249,33,Month-to-month,86.9,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0003,0.2282,0.7716,0
1250,5,Month-to-month,133.44,3,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.759,0.1744,0.0666,1
1251,19,One year,131.34,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0856,0.7449,0.1695,0
1252,4,Month-to-month,68.28,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0247,0.0865,0.8888,0
1253,35,Month-to-month,129.46,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0687,0.8155,0.1157,0
1254,17,One year,34.43,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1009,0.7151,0.184,0
1255,28,Two year,101.54,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.095,0.8476,0.0574,0
1256,30,Month-to-month,57.59,0,Just checking if you support integration with external third-party webhooks yet.,0.0823,0.8494,0.0683,0
1257,29,Month-to-month,44.46,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0127,0.8457,0.1416,0
1258,6,Month-to-month,39.22,4,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7815,0.1325,0.086,1
1259,35,Month-to-month,113.54,1,Looking for the official documentation regarding your authentication and security protocols.,0.0344,0.8657,0.0999,0
1260,24,Month-to-month,70.77,1,Just checking if you support integration with external third-party webhooks yet.,0.0768,0.8528,0.0704,0
1261,29,Month-to-month,116.96,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0388,0.1996,0.7616,0
1262,31,Month-to-month,37.83,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1126,0.7178,0.1695,0
1263,35,Month-to-month,67.82,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0326,0.161,0.8064,0
1264,33,Month-to-month,94.73,1,Just checking if you support integration with external third-party webhooks yet.,0.0633,0.8187,0.118,0
1265,21,Month-to-month,124.88,4,Your service has constant downtime. My team can't access our dashboard during market hours.,0.937,0.0255,0.0375,1
1266,32,Month-to-month,68.24,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0233,0.0598,0.9169,1
1267,23,Month-to-month,105.1,0,Just checking if you support integration with external third-party webhooks yet.,0.1238,0.711,0.1652,0
1268,33,Month-to-month,136.31,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0184,0.1243,0.8573,0
1269,3,Two year,103.89,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8471,0.1463,0.0066,1
1270,18,Month-to-month,57.95,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.821,0.0832,0.0958,1
1271,25,One year,32.92,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0381,0.176,0.7859,0
1272,31,One year,134.4,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0887,0.7535,0.1577,0
1273,3,Month-to-month,32.54,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7769,0.1858,0.0373,1
1274,24,Month-to-month,134.95,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0216,0.1837,0.7947,0
1275,32,Month-to-month,93.46,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0532,0.7733,0.1735,0
1276,22,Month-to-month,142.68,1,Just checking if you support integration with external third-party webhooks yet.,0.0134,0.8546,0.132,0
1277,23,One year,125.84,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1074,0.714,0.1787,0
1278,2,Month-to-month,149.74,0,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8049,0.1061,0.089,0
1279,27,Month-to-month,72.08,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8099,0.1274,0.0626,1
1280,2,Month-to-month,122.05,0,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7881,0.1518,0.0601,1
1281,26,Month-to-month,78.22,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0079,0.21,0.7822,0
1282,17,One year,87.58,1,Looking for the official documentation regarding your authentication and security protocols.,0.092,0.8008,0.1072,0
1283,33,Month-to-month,105.29,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0199,0.0729,0.9073,0
1284,9,Month-to-month,134.83,0,Just checking if you support integration with external third-party webhooks yet.,0.1168,0.7905,0.0927,0
1285,29,Two year,148.08,2,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0,0.1997,0.8003,0
1286,26,One year,122.18,0,Just checking if you support integration with external third-party webhooks yet.,0.0847,0.8422,0.0731,0
1287,35,Month-to-month,80.12,0,Looking for the official documentation regarding your authentication and security protocols.,0.1255,0.708,0.1665,0
1288,25,Month-to-month,80.55,1,Looking for the official documentation regarding your authentication and security protocols.,0.0762,0.8498,0.074,0
1289,24,Month-to-month,118.5,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.7805,0.133,0.0865,1
1290,13,Month-to-month,58.64,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0439,0.8516,0.1045,0
1291,7,Month-to-month,43.25,0,Just checking if you support integration with external third-party webhooks yet.,0.1001,0.7398,0.1601,0
1292,20,Month-to-month,72.54,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.746,0.165,0.089,0
1293,1,Month-to-month,64.46,0,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8559,0.1154,0.0287,1
1294,8,Month-to-month,65.55,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8189,0.1642,0.0169,0
1295,16,Two year,58.02,3,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1183,0.7242,0.1574,0
1296,14,Month-to-month,35.04,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7903,0.1205,0.0892,0
1297,12,Month-to-month,32.13,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8014,0.1548,0.0438,1
1298,23,Month-to-month,148.52,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.017,0.0553,0.9277,0
1299,15,Two year,81.32,1,Just checking if you support integration with external third-party webhooks yet.,0.095,0.8251,0.08,0
1300,28,Month-to-month,76.11,1,Looking for the official documentation regarding your authentication and security protocols.,0.1263,0.7873,0.0864,0
1301,34,Month-to-month,111.55,0,Just checking if you support integration with external third-party webhooks yet.,0.1057,0.7915,0.1028,0
1302,2,Two year,56.18,0,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.9052,0.0858,0.0091,0
1303,32,Two year,143.99,2,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.043,0.1371,0.8199,0
1304,23,One year,124.35,4,Just checking if you support integration with external third-party webhooks yet.,0.0368,0.7892,0.174,0
1305,22,Month-to-month,40.72,2,The UI update completely broke my active workflows. I am looking at alternative options.,0.8639,0.1102,0.0258,1
1306,25,Month-to-month,80.1,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.856,0.1195,0.0245,1
1307,22,One year,135.48,3,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0473,0.0763,0.8764,0
1308,22,Two year,143.36,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.1024,0.8016,0.096,0
1309,6,Month-to-month,86.08,0,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0191,0.1699,0.811,0
1310,15,Month-to-month,103.6,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8977,0.0316,0.0707,1
1311,33,Month-to-month,50.03,3,The UI update completely broke my active workflows. I am looking at alternative options.,0.8688,0.0694,0.0618,1
1312,8,One year,148.93,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0229,0.1421,0.835,0
1313,5,Month-to-month,57.79,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0423,0.1943,0.7635,0
1314,4,Month-to-month,143.12,3,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.7945,0.1136,0.0919,1
1315,6,Month-to-month,107.95,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0057,0.0757,0.9186,0
1316,32,Month-to-month,102.92,1,Looking for the official documentation regarding your authentication and security protocols.,0.0198,0.8159,0.1643,1
1317,30,Month-to-month,91.51,0,Just checking if you support integration with external third-party webhooks yet.,0.0382,0.8055,0.1562,0
1318,35,Month-to-month,57.67,2,The UI update completely broke my active workflows. I am looking at alternative options.,0.8191,0.0964,0.0845,1
1319,16,One year,51.17,2,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0204,0.7952,0.1844,0
1320,13,Month-to-month,56.45,2,The UI update completely broke my active workflows. I am looking at alternative options.,0.8828,0.0588,0.0585,1
1321,30,Month-to-month,52.36,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0195,0.8216,0.159,0
1322,19,Month-to-month,123.54,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0077,0.2139,0.7784,0
1323,17,Month-to-month,72.01,1,Looking for the official documentation regarding your authentication and security protocols.,0.0826,0.7652,0.1522,0
1324,19,Month-to-month,36.93,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0053,0.2126,0.7821,0
1325,28,Month-to-month,146.28,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0159,0.1021,0.882,0
1326,26,Month-to-month,136.04,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8489,0.1444,0.0068,1
1327,26,Month-to-month,141.32,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0398,0.0606,0.8996,0
1328,23,Month-to-month,149.38,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0177,0.19,0.7923,0
1329,9,Two year,50.86,2,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0448,0.1292,0.826,0
1330,12,Month-to-month,77.54,3,The UI update completely broke my active workflows. I am looking at alternative options.,0.8745,0.1034,0.0221,1
1331,1,One year,120.98,1,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.9393,0.0391,0.0217,0
1332,1,Month-to-month,113.51,0,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8915,0.0562,0.0523,1
1333,34,One year,48.46,1,Looking for the official documentation regarding your authentication and security protocols.,0.1398,0.7286,0.1316,0
1334,32,One year,127.89,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0055,0.1364,0.8581,0
1335,25,Month-to-month,56.92,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0401,0.0771,0.8829,0
1336,1,Month-to-month,56.85,1,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8772,0.0348,0.0879,1
1337,16,Month-to-month,94.43,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8593,0.0936,0.0472,1
1338,5,Month-to-month,101.14,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7647,0.1791,0.0563,0
1339,22,Two year,99.6,2,Just checking if you support integration with external third-party webhooks yet.,0.0655,0.8379,0.0965,0
1340,29,One year,40.97,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1345,0.7075,0.158,0
1341,3,Two year,135.29,1,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8077,0.1755,0.0168,0
1342,12,Month-to-month,61.86,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.7804,0.2003,0.0193,1
1343,26,One year,45.53,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0303,0.1481,0.8215,0
1344,16,Two year,136.64,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1099,0.7513,0.1388,0
1345,22,Month-to-month,144.67,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.105,0.8189,0.0762,0
1346,29,Month-to-month,133.45,0,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0513,0.12,0.8287,0
1347,14,One year,127.13,4,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0265,0.076,0.8975,0
1348,28,Month-to-month,108.62,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0312,0.2043,0.7644,0
1349,5,One year,96.09,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0267,0.1175,0.8558,0
1350,30,Month-to-month,40.43,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8152,0.1128,0.0721,1
1351,5,One year,79.0,2,Just checking if you support integration with external third-party webhooks yet.,0.0634,0.7811,0.1555,0
1352,12,Month-to-month,74.71,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0053,0.0828,0.9118,1
1353,16,Month-to-month,61.16,0,Looking for the official documentation regarding your authentication and security protocols.,0.0244,0.792,0.1835,1
1354,26,Month-to-month,116.8,0,Looking for the official documentation regarding your authentication and security protocols.,0.1079,0.7436,0.1486,0
1355,26,One year,89.5,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0411,0.206,0.7529,0
1356,21,One year,39.72,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0243,0.0896,0.8861,0
1357,33,Month-to-month,56.41,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.113,0.7334,0.1536,0
1358,30,Month-to-month,111.98,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.914,0.0639,0.0221,1
1359,23,Two year,39.13,2,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0079,0.1783,0.8138,1
1360,10,Month-to-month,132.13,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0624,0.8441,0.0935,0
1361,5,One year,89.41,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0965,0.8132,0.0902,0
1362,34,Month-to-month,87.66,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.809,0.1639,0.0272,1
1363,31,Month-to-month,101.08,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8398,0.0969,0.0632,1
1364,10,Month-to-month,128.95,1,Looking for the official documentation regarding your authentication and security protocols.,0.0816,0.8376,0.0807,0
1365,19,Month-to-month,71.73,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8894,0.0611,0.0495,1
1366,32,One year,111.35,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0356,0.1897,0.7747,0
1367,1,Month-to-month,97.88,0,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.7362,0.1963,0.0675,0
1368,5,Month-to-month,62.03,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0379,0.2033,0.7589,1
1369,4,Two year,135.43,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0142,0.2091,0.7767,0
1370,16,Month-to-month,125.68,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0339,0.1848,0.7813,0
1371,24,Month-to-month,109.0,0,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0431,0.0599,0.897,0
1372,16,Two year,132.06,2,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0841,0.8484,0.0674,0
1373,2,One year,134.07,0,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.9078,0.018,0.0742,0
1374,28,Month-to-month,114.99,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0931,0.8034,0.1035,0
1375,32,Two year,130.43,0,Just checking if you support integration with external third-party webhooks yet.,0.0962,0.8384,0.0653,0
1376,27,One year,113.69,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.144,0.7817,0.0744,0
1377,20,Month-to-month,111.61,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0401,0.1857,0.7742,0
1378,24,Month-to-month,104.22,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8657,0.0584,0.0759,1
1379,12,One year,120.32,4,Looking for the official documentation regarding your authentication and security protocols.,0.104,0.8408,0.0552,0
1380,35,One year,49.02,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0493,0.0889,0.8618,0
1381,33,Month-to-month,135.69,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.789,0.156,0.055,1
1382,33,Two year,134.61,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0531,0.8936,0.0533,0
1383,12,One year,33.5,1,Looking for the official documentation regarding your authentication and security protocols.,0.1356,0.7448,0.1197,0
1384,3,Month-to-month,129.09,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7742,0.131,0.0948,1
1385,1,Month-to-month,45.45,0,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.9448,0.034,0.0212,0
1386,33,Month-to-month,70.2,0,Looking for the official documentation regarding your authentication and security protocols.,0.0255,0.7639,0.2106,0
1387,10,One year,119.21,0,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0151,0.1287,0.8562,0
1388,29,Month-to-month,49.28,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0168,0.1826,0.8005,0
1389,13,Month-to-month,128.15,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7885,0.1348,0.0768,1
1390,12,One year,129.85,0,Looking for the official documentation regarding your authentication and security protocols.,0.1081,0.7421,0.1497,0
1391,31,Two year,90.89,2,Looking for the official documentation regarding your authentication and security protocols.,0.1438,0.7794,0.0767,0
1392,2,Month-to-month,30.76,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8262,0.1201,0.0536,1
1393,35,One year,64.43,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0309,0.1678,0.8012,0
1394,23,Month-to-month,104.02,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0806,0.8307,0.0887,0
1395,17,One year,147.73,3,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1463,0.7836,0.0701,0
1396,26,Month-to-month,105.81,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.044,0.1678,0.7882,0
1397,8,Month-to-month,61.17,1,Looking for the official documentation regarding your authentication and security protocols.,0.0162,0.9107,0.0731,0
1398,29,One year,106.07,2,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1273,0.7067,0.166,0
1399,26,Month-to-month,94.79,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0533,0.1142,0.8325,0
1400,10,Month-to-month,123.57,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.1304,0.805,0.0646,0
