customer_id,tenure_months,contract_type,monthly_charges,support_tickets_30d,latest_support_log,text_negative_score,text_neutral_score,text_positive_score,churn,nlp_frustration_score,nlp_disappointment_score,nlp_neutral_score,nlp_primary_aspect,nlp_urgency_score
1156,19,Two year,148.12,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0213,0.8598,0.1189,0,0.0,0.0,1.0,Account Query/Documentation help,0.2366
1157,2,Month-to-month,93.07,1,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8096,0.1527,0.0377,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6839
1158,26,One year,50.59,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0149,0.1229,0.8622,0,0.0,0.0,1.0,Positive Engagement,0.5438
1159,32,Two year,62.67,2,Just checking if you support integration with external third-party webhooks yet.,0.135,0.7655,0.0995,0,0.0,0.0,1.0,Account Query/Documentation help,0.2361
1160,6,One year,32.2,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0709,0.8738,0.0553,0,0.0,0.0,1.0,Account Query/Documentation help,0.2901
1161,32,Month-to-month,139.71,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1604,0.7392,0.1005,0,0.0,0.0,1.0,Financial/Billing issues,0.2505
1162,4,Month-to-month,44.12,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0061,0.1523,0.8416,0,0.0,0.0,1.0,Positive Engagement,0.5296
1163,11,Month-to-month,99.17,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.7485,0.1745,0.0771,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6797
1164,17,Two year,62.88,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1405,0.7806,0.0789,0,0.0,0.0,1.0,Account Query/Documentation help,0.2689
1165,24,One year,96.49,3,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0441,0.0972,0.8587,0,0.0,0.0,1.0,Positive Engagement,0.2199
1166,5,Month-to-month,108.16,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0262,0.8259,0.1479,0,0.0,0.0,1.0,Account Query/Documentation help,0.3019
1167,34,One year,129.56,3,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0686,0.7492,0.1821,0,0.0,0.0,1.0,Financial/Billing issues,0.2453
1168,6,One year,54.76,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0386,0.0739,0.8875,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2305
1169,22,Month-to-month,31.31,0,Just checking if you support integration with external third-party webhooks yet.,0.0866,0.7605,0.153,0,0.0,0.0,1.0,Account Query/Documentation help,0.2145
1170,11,Month-to-month,46.42,1,Looking for the official documentation regarding your authentication and security protocols.,0.074,0.7613,0.1646,0,0.0,0.0,1.0,Account Query/Documentation help,0.275
1171,16,One year,137.99,2,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1389,0.6848,0.1763,0,0.0,0.0,1.0,Account Query/Documentation help,0.2845
1172,33,Month-to-month,134.86,0,Just checking if you support integration with external third-party webhooks yet.,0.0473,0.8116,0.1411,0,0.0,0.0,1.0,Account Query/Documentation help,0.2118
1173,9,One year,101.68,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0371,0.215,0.7479,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2663
1174,6,Month-to-month,102.05,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.9344,0.0171,0.0485,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6349
1175,16,Two year,109.79,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.065,0.8046,0.1303,0,0.0,0.0,1.0,Financial/Billing issues,0.281
1176,29,Month-to-month,51.03,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0218,0.1886,0.7896,1,0.0,0.0,1.0,Positive Engagement,0.2292
1177,3,Month-to-month,139.72,1,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8075,0.1318,0.0607,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.686
1178,20,Two year,80.24,2,Looking for the official documentation regarding your authentication and security protocols.,0.029,0.8615,0.1095,0,0.0,0.0,1.0,Account Query/Documentation help,0.2525
1179,19,Month-to-month,75.97,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0707,0.8659,0.0634,0,0.0,0.0,1.0,Account Query/Documentation help,0.313
1180,26,Month-to-month,92.26,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1076,0.7847,0.1077,0,0.0,0.0,1.0,Financial/Billing issues,0.2251
1181,3,Month-to-month,35.63,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8031,0.1393,0.0576,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6475
1182,19,One year,49.94,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.1144,0.7361,0.1495,0,0.0,0.0,1.0,Account Query/Documentation help,0.2225
1183,20,One year,118.55,1,Just checking if you support integration with external third-party webhooks yet.,0.0597,0.7785,0.1618,0,0.0,0.0,1.0,Account Query/Documentation help,0.3117
1184,32,One year,39.93,2,Looking for the official documentation regarding your authentication and security protocols.,0.0122,0.8993,0.0884,0,0.0,0.0,1.0,Account Query/Documentation help,0.3065
1185,7,Month-to-month,102.37,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0988,0.8418,0.0594,0,0.0,0.0,1.0,Financial/Billing issues,0.2384
1186,33,Month-to-month,59.43,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.845,0.0456,0.1094,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6826
1187,18,Month-to-month,76.71,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1146,0.7825,0.1029,1,0.0,0.0,1.0,Account Query/Documentation help,0.2999
1188,1,Month-to-month,64.63,0,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8282,0.142,0.0298,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.6711
1189,11,Month-to-month,72.67,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7842,0.1523,0.0635,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.6683
1190,28,Month-to-month,116.28,0,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0248,0.1975,0.7777,0,0.0,0.0,1.0,Positive Engagement,0.4866
1191,25,Month-to-month,65.64,0,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0233,0.1092,0.8676,0,0.0,0.0,1.0,Positive Engagement,0.4702
1192,23,Two year,97.96,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0317,0.1833,0.7851,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.3087
1193,31,Month-to-month,87.12,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0398,0.0583,0.9019,1,0.0,0.0,1.0,Positive Engagement,0.559
1194,30,Month-to-month,109.63,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0038,0.2266,0.7696,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2796
1195,35,One year,142.41,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0324,0.0638,0.9038,0,0.0,0.0,1.0,Positive Engagement,0.4973
1196,7,Month-to-month,117.9,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0817,0.7447,0.1736,0,0.0,0.0,1.0,Account Query/Documentation help,0.2484
1197,16,One year,55.78,3,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.097,0.7795,0.1235,0,0.0,0.0,1.0,Account Query/Documentation help,0.2899
1198,26,Two year,33.73,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0511,0.7802,0.1687,0,0.0,0.0,1.0,Financial/Billing issues,0.3087
1199,2,Two year,61.46,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8524,0.0892,0.0584,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.3076
1200,1,Month-to-month,101.4,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8549,0.0961,0.049,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6958
1201,12,Two year,36.16,2,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.13,0.7492,0.1208,1,0.0,0.0,1.0,Account Query/Documentation help,0.2806
1202,5,Month-to-month,89.55,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0282,0.0669,0.9048,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2193
1203,32,Month-to-month,101.61,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0662,0.868,0.0658,0,0.0,0.0,1.0,Account Query/Documentation help,0.2278
1204,9,Month-to-month,70.1,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7702,0.1395,0.0903,0,0.1446,0.2652,0.5902,Financial/Billing issues,0.7088
1205,35,Two year,122.5,3,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1275,0.6767,0.1958,0,0.0,0.0,1.0,Account Query/Documentation help,0.2767
1206,19,Month-to-month,42.78,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0616,0.7592,0.1792,0,0.0,0.0,1.0,Financial/Billing issues,0.211
1207,16,Month-to-month,39.01,4,The UI update completely broke my active workflows. I am looking at alternative options.,0.8609,0.0841,0.055,0,0.114,0.209,0.677,SLA/Technical Product bugs,0.2212
1208,3,One year,117.37,1,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8064,0.1856,0.0079,0,0.1446,0.2652,0.5902,Financial/Billing issues,0.683
1209,20,Month-to-month,89.45,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0377,0.1629,0.7993,0,0.0,0.0,1.0,Positive Engagement,0.4606
1210,24,Month-to-month,112.6,3,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.9509,0.0146,0.0345,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6277
1211,33,Month-to-month,82.17,1,Just checking if you support integration with external third-party webhooks yet.,0.0529,0.8532,0.0939,1,0.0,0.0,1.0,Account Query/Documentation help,0.2704
1212,24,Month-to-month,59.56,1,Just checking if you support integration with external third-party webhooks yet.,0.0983,0.8268,0.0749,1,0.0,0.0,1.0,Account Query/Documentation help,0.2861
1213,11,Month-to-month,128.28,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8267,0.1622,0.0111,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6817
1214,8,Month-to-month,125.92,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0851,0.8255,0.0894,1,0.0,0.0,1.0,Account Query/Documentation help,0.2347
1215,20,One year,113.35,2,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0158,0.1886,0.7955,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2883
1216,35,Month-to-month,62.65,3,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8487,0.0951,0.0562,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.6361
1217,25,Month-to-month,100.82,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0427,0.811,0.1463,0,0.0,0.0,1.0,Financial/Billing issues,0.2458
1218,35,Two year,73.31,2,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0312,0.1335,0.8353,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2921
1219,25,Month-to-month,40.98,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8863,0.0333,0.0804,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2815
1220,29,One year,140.07,0,Looking for the official documentation regarding your authentication and security protocols.,0.1079,0.7298,0.1623,0,0.0,0.0,1.0,Account Query/Documentation help,0.3034
1221,18,Month-to-month,46.41,1,Looking for the official documentation regarding your authentication and security protocols.,0.0972,0.8155,0.0873,1,0.0,0.0,1.0,Account Query/Documentation help,0.2823
1222,18,Month-to-month,144.02,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0733,0.848,0.0786,0,0.0,0.0,1.0,Financial/Billing issues,0.2725
1223,2,Month-to-month,83.51,3,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8178,0.1031,0.0791,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.6203
1224,35,Month-to-month,52.21,3,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8218,0.1026,0.0756,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6504
1225,16,Month-to-month,95.02,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0033,0.2197,0.777,0,0.0,0.0,1.0,Positive Engagement,0.2392
1226,33,Month-to-month,134.74,1,Just checking if you support integration with external third-party webhooks yet.,0.0786,0.8145,0.1069,0,0.0,0.0,1.0,Account Query/Documentation help,0.2368
1227,4,Month-to-month,117.86,0,Just checking if you support integration with external third-party webhooks yet.,0.1442,0.7612,0.0946,0,0.0,0.0,1.0,Account Query/Documentation help,0.317
1228,33,Month-to-month,126.78,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0371,0.1311,0.8318,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2532
1229,14,Month-to-month,109.04,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0165,0.1888,0.7947,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.3081
1230,21,Month-to-month,113.06,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.1224,0.8154,0.0621,0,0.0,0.0,1.0,Account Query/Documentation help,0.2794
1231,20,Month-to-month,131.89,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8556,0.1093,0.0351,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2974
1232,8,Month-to-month,59.95,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0971,0.7522,0.1507,0,0.0,0.0,1.0,Account Query/Documentation help,0.2653
1233,7,One year,88.72,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0226,0.0944,0.883,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2735
1234,3,Month-to-month,56.54,1,The UI update completely broke my active workflows. I am looking at alternative options.,0.7886,0.1598,0.0517,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2642
1235,17,One year,148.51,2,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0205,0.1907,0.7888,0,0.0,0.0,1.0,Positive Engagement,0.2315
1236,33,One year,143.28,0,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.01,0.1258,0.8642,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2895
1237,12,Month-to-month,34.72,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.9154,0.0375,0.047,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.6409
1238,22,Two year,114.66,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.05,0.8567,0.0933,0,0.0,0.0,1.0,Financial/Billing issues,0.2127
1239,22,Two year,141.02,2,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0793,0.808,0.1127,0,0.0,0.0,1.0,Financial/Billing issues,0.281
1240,30,Month-to-month,51.66,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0914,0.7601,0.1484,0,0.0,0.0,1.0,Account Query/Documentation help,0.2295
1241,8,Month-to-month,98.14,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0396,0.2045,0.7559,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.3135
1242,27,One year,139.85,1,Looking for the official documentation regarding your authentication and security protocols.,0.1361,0.7272,0.1367,1,0.0,0.0,1.0,Account Query/Documentation help,0.3149
1243,27,One year,34.06,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1226,0.7881,0.0893,0,0.0,0.0,1.0,Financial/Billing issues,0.3106
1244,34,Month-to-month,113.68,3,The UI update completely broke my active workflows. I am looking at alternative options.,0.8265,0.1514,0.0221,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2507
1245,21,Month-to-month,65.67,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0475,0.1096,0.8429,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2117
1246,30,Month-to-month,140.92,1,Looking for the official documentation regarding your authentication and security protocols.,0.0781,0.8227,0.0992,0,0.0,0.0,1.0,Account Query/Documentation help,0.3121
1247,33,Month-to-month,146.52,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0581,0.8124,0.1296,0,0.0,0.0,1.0,Account Query/Documentation help,0.2571
1248,28,One year,143.3,2,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0143,0.7662,0.2195,0,0.0,0.0,1.0,Account Query/Documentation help,0.3163
1249,33,Month-to-month,86.9,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0003,0.2282,0.7716,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.316
1250,5,Month-to-month,133.44,3,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.759,0.1744,0.0666,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.7038
1251,19,One year,131.34,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0856,0.7449,0.1695,0,0.0,0.0,1.0,Account Query/Documentation help,0.2424
1252,4,Month-to-month,68.28,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0247,0.0865,0.8888,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2524
1253,35,Month-to-month,129.46,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0687,0.8155,0.1157,0,0.0,0.0,1.0,Financial/Billing issues,0.3036
1254,17,One year,34.43,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1009,0.7151,0.184,0,0.0,0.0,1.0,Account Query/Documentation help,0.2449
1255,28,Two year,101.54,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.095,0.8476,0.0574,0,0.0,0.0,1.0,Financial/Billing issues,0.2286
1256,30,Month-to-month,57.59,0,Just checking if you support integration with external third-party webhooks yet.,0.0823,0.8494,0.0683,0,0.0,0.0,1.0,Account Query/Documentation help,0.2712
1257,29,Month-to-month,44.46,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0127,0.8457,0.1416,0,0.0,0.0,1.0,Account Query/Documentation help,0.313
1258,6,Month-to-month,39.22,4,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7815,0.1325,0.086,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6866
1259,35,Month-to-month,113.54,1,Looking for the official documentation regarding your authentication and security protocols.,0.0344,0.8657,0.0999,0,0.0,0.0,1.0,Account Query/Documentation help,0.2727
1260,24,Month-to-month,70.77,1,Just checking if you support integration with external third-party webhooks yet.,0.0768,0.8528,0.0704,0,0.0,0.0,1.0,Account Query/Documentation help,0.2207
1261,29,Month-to-month,116.96,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0388,0.1996,0.7616,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2777
1262,31,Month-to-month,37.83,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1126,0.7178,0.1695,0,0.0,0.0,1.0,Account Query/Documentation help,0.3189
1263,35,Month-to-month,67.82,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0326,0.161,0.8064,0,0.0,0.0,1.0,Positive Engagement,0.2254
1264,33,Month-to-month,94.73,1,Just checking if you support integration with external third-party webhooks yet.,0.0633,0.8187,0.118,0,0.0,0.0,1.0,Account Query/Documentation help,0.267
1265,21,Month-to-month,124.88,4,Your service has constant downtime. My team can't access our dashboard during market hours.,0.937,0.0255,0.0375,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.3065
1266,32,Month-to-month,68.24,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0233,0.0598,0.9169,1,0.0,0.0,1.0,Positive Engagement,0.2915
1267,23,Month-to-month,105.1,0,Just checking if you support integration with external third-party webhooks yet.,0.1238,0.711,0.1652,0,0.0,0.0,1.0,Account Query/Documentation help,0.2867
1268,33,Month-to-month,136.31,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0184,0.1243,0.8573,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2873
1269,3,Two year,103.89,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8471,0.1463,0.0066,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6495
1270,18,Month-to-month,57.95,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.821,0.0832,0.0958,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6423
1271,25,One year,32.92,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0381,0.176,0.7859,0,0.0,0.0,1.0,Positive Engagement,0.299
1272,31,One year,134.4,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0887,0.7535,0.1577,0,0.0,0.0,1.0,Account Query/Documentation help,0.2991
1273,3,Month-to-month,32.54,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7769,0.1858,0.0373,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.7054
1274,24,Month-to-month,134.95,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0216,0.1837,0.7947,0,0.0,0.0,1.0,Positive Engagement,0.3105
1275,32,Month-to-month,93.46,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0532,0.7733,0.1735,0,0.0,0.0,1.0,Account Query/Documentation help,0.2662
1276,22,Month-to-month,142.68,1,Just checking if you support integration with external third-party webhooks yet.,0.0134,0.8546,0.132,0,0.0,0.0,1.0,Account Query/Documentation help,0.2652
1277,23,One year,125.84,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1074,0.714,0.1787,0,0.0,0.0,1.0,Account Query/Documentation help,0.2978
1278,2,Month-to-month,149.74,0,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8049,0.1061,0.089,0,0.3531,0.1358,0.5111,Financial/Billing issues,0.6815
1279,27,Month-to-month,72.08,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8099,0.1274,0.0626,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.6872
1280,2,Month-to-month,122.05,0,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7881,0.1518,0.0601,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6975
1281,26,Month-to-month,78.22,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0079,0.21,0.7822,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.3079
1282,17,One year,87.58,1,Looking for the official documentation regarding your authentication and security protocols.,0.092,0.8008,0.1072,0,0.0,0.0,1.0,Account Query/Documentation help,0.2472
1283,33,Month-to-month,105.29,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0199,0.0729,0.9073,0,0.0,0.0,1.0,Positive Engagement,0.2513
1284,9,Month-to-month,134.83,0,Just checking if you support integration with external third-party webhooks yet.,0.1168,0.7905,0.0927,0,0.0,0.0,1.0,Account Query/Documentation help,0.2203
1285,29,Two year,148.08,2,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0,0.1997,0.8003,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2736
1286,26,One year,122.18,0,Just checking if you support integration with external third-party webhooks yet.,0.0847,0.8422,0.0731,0,0.0,0.0,1.0,Account Query/Documentation help,0.214
1287,35,Month-to-month,80.12,0,Looking for the official documentation regarding your authentication and security protocols.,0.1255,0.708,0.1665,0,0.0,0.0,1.0,Account Query/Documentation help,0.2612
1288,25,Month-to-month,80.55,1,Looking for the official documentation regarding your authentication and security protocols.,0.0762,0.8498,0.074,0,0.0,0.0,1.0,Account Query/Documentation help,0.2697
1289,24,Month-to-month,118.5,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.7805,0.133,0.0865,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2415
1290,13,Month-to-month,58.64,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0439,0.8516,0.1045,0,0.0,0.0,1.0,Account Query/Documentation help,0.275
1291,7,Month-to-month,43.25,0,Just checking if you support integration with external third-party webhooks yet.,0.1001,0.7398,0.1601,0,0.0,0.0,1.0,Account Query/Documentation help,0.2134
1292,20,Month-to-month,72.54,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.746,0.165,0.089,0,0.3531,0.1358,0.5111,Financial/Billing issues,0.6141
1293,1,Month-to-month,64.46,0,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8559,0.1154,0.0287,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.7005
1294,8,Month-to-month,65.55,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.8189,0.1642,0.0169,0,0.1446,0.2652,0.5902,Financial/Billing issues,0.6496
1295,16,Two year,58.02,3,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1183,0.7242,0.1574,0,0.0,0.0,1.0,Account Query/Documentation help,0.224
1296,14,Month-to-month,35.04,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7903,0.1205,0.0892,0,0.1446,0.2652,0.5902,Financial/Billing issues,0.6674
1297,12,Month-to-month,32.13,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8014,0.1548,0.0438,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2947
1298,23,Month-to-month,148.52,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.017,0.0553,0.9277,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2337
1299,15,Two year,81.32,1,Just checking if you support integration with external third-party webhooks yet.,0.095,0.8251,0.08,0,0.0,0.0,1.0,Account Query/Documentation help,0.2785
1300,28,Month-to-month,76.11,1,Looking for the official documentation regarding your authentication and security protocols.,0.1263,0.7873,0.0864,0,0.0,0.0,1.0,Account Query/Documentation help,0.2194
1301,34,Month-to-month,111.55,0,Just checking if you support integration with external third-party webhooks yet.,0.1057,0.7915,0.1028,0,0.0,0.0,1.0,Account Query/Documentation help,0.2157
1302,2,Two year,56.18,0,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.9052,0.0858,0.0091,0,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6684
1303,32,Two year,143.99,2,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.043,0.1371,0.8199,0,0.0,0.0,1.0,Positive Engagement,0.2695
1304,23,One year,124.35,4,Just checking if you support integration with external third-party webhooks yet.,0.0368,0.7892,0.174,0,0.0,0.0,1.0,Account Query/Documentation help,0.2801
1305,22,Month-to-month,40.72,2,The UI update completely broke my active workflows. I am looking at alternative options.,0.8639,0.1102,0.0258,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2899
1306,25,Month-to-month,80.1,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.856,0.1195,0.0245,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.3173
1307,22,One year,135.48,3,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0473,0.0763,0.8764,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2668
1308,22,Two year,143.36,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.1024,0.8016,0.096,0,0.0,0.0,1.0,Account Query/Documentation help,0.2455
1309,6,Month-to-month,86.08,0,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0191,0.1699,0.811,0,0.0,0.0,1.0,Positive Engagement,0.5475
1310,15,Month-to-month,103.6,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8977,0.0316,0.0707,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6398
1311,33,Month-to-month,50.03,3,The UI update completely broke my active workflows. I am looking at alternative options.,0.8688,0.0694,0.0618,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2583
